1952-06-01,1
1953-09-01,1
1955-11-01,1
1961-03-01,1
1961-04-01,2
1961-06-01,1
1961-11-01,1
1961-12-01,1
1962-06-01,1
1963-09-01,2
1964-08-01,1
1965-05-01,2
1966-01-01,1
1966-06-01,1
1967-04-01,1
1967-07-01,1
1967-11-01,1
1968-05-01,1
1968-10-01,1
1969-01-01,1
1969-04-01,1
1969-09-01,1
1969-11-01,1
1970-03-01,1
1971-01-01,1
1971-12-01,1
1972-06-01,1
1973-08-01,1
1974-09-01,1
1975-06-01,1
1976-01-01,1
1976-08-01,2
1977-02-01,1
1977-04-01,1
1977-05-01,1
1977-07-01,1
1980-01-01,1
1980-04-01,2
1980-05-01,1
1980-08-01,1
1982-03-01,1
1982-08-01,3
1982-10-01,1
1982-11-01,1
1983-02-01,2
1983-03-01,1
1983-05-01,1
1983-06-01,1
1983-10-01,1
1984-01-01,2
1984-02-01,1
1984-03-01,2
1984-09-01,2
1984-10-01,1
1985-01-01,1
1985-04-01,1
1985-06-01,1
1985-08-01,1
1985-09-01,1
1985-12-01,1
1986-01-01,3
1986-07-01,2
1986-09-01,2
1986-10-01,1
1986-11-01,1
1987-01-01,2
1987-03-01,2
1987-04-01,2
1987-05-01,1
1987-08-01,1
1987-10-01,1
1988-01-01,1
1988-02-01,1
1988-03-01,1
1988-04-01,1
1988-05-01,1
1988-07-01,1
1988-08-01,1
1988-09-01,1
1988-11-01,2
1988-12-01,1
1989-01-01,1
1989-02-01,1
1989-03-01,2
1989-05-01,1
1989-07-01,3
1989-10-01,1
1989-12-01,1
1990-01-01,3
1990-03-01,2
1990-05-01,2
1990-07-01,2
1990-08-01,4
1990-09-01,2
1990-11-01,1
1990-12-01,2
1991-01-01,2
1991-02-01,1
1991-03-01,2
1991-04-01,2
1991-06-01,1
1991-07-01,2
1991-08-01,3
1991-09-01,1
1991-10-01,3
1991-11-01,2
1991-12-01,1
1992-01-01,1
1992-02-01,1
1992-03-01,1
1992-05-01,1
1992-07-01,1
1992-08-01,1
1992-09-01,1
1992-11-01,1
1992-12-01,1
1993-01-01,4
1993-02-01,1
1993-03-01,2
1993-04-01,3
1993-05-01,1
1993-06-01,2
1993-07-01,3
1993-08-01,1
1993-09-01,4
1993-10-01,2
1993-11-01,2
1994-02-01,2
1994-03-01,2
1994-04-01,1
1994-06-01,5
1994-07-01,1
1994-09-01,4
1994-10-01,4
1994-11-01,1
1994-12-01,1
1995-01-01,1
1995-02-01,2
1995-03-01,6
1995-04-01,2
1995-05-01,3
1995-06-01,4
1995-07-01,4
1995-08-01,3
1995-09-01,2
1995-11-01,5
1995-12-01,4
1996-01-01,2
1996-02-01,1
1996-03-01,5
1996-04-01,4
1996-05-01,3
1996-06-01,4
1996-07-01,4
1996-08-01,2
1996-09-01,4
1996-10-01,3
1996-11-01,3
1996-12-01,1
1997-01-01,5
1997-02-01,1
1997-03-01,3
1997-04-01,3
1997-05-01,4
1997-06-01,2
1997-07-01,3
1997-08-01,2
1997-09-01,3
1997-10-01,6
1997-11-01,6
1997-12-01,1
1998-01-01,5
1998-02-01,1
1998-03-01,6
1998-04-01,4
1998-05-01,6
1998-06-01,1
1998-07-01,6
1998-08-01,6
1998-09-01,1
1998-10-01,4
1998-11-01,8
1998-12-01,5
1999-01-01,7
1999-02-01,7
1999-03-01,5
1999-04-01,6
1999-05-01,9
1999-06-01,9
1999-07-01,10
1999-08-01,17
1999-09-01,10
1999-10-01,11
1999-11-01,10
1999-12-01,18
2000-01-01,11
2000-02-01,16
2000-03-01,12
2000-04-01,9
2000-05-01,5
2000-06-01,4
2000-07-01,5
2000-08-01,7
2000-09-01,7
2000-10-01,12
2000-11-01,10
2000-12-01,4
2001-01-01,11
2001-02-01,11
2001-03-01,12
2001-04-01,12
2001-05-01,9
2001-06-01,16
2001-07-01,12
2001-08-01,11
2001-09-01,5
2001-10-01,8
2001-11-01,11
2001-12-01,10
2002-01-01,18
2002-02-01,7
2002-03-01,10
2002-04-01,17
2002-05-01,13
2002-06-01,7
2002-07-01,14
2002-08-01,7
2002-09-01,12
2002-10-01,17
2002-11-01,13
2002-12-01,9
2003-01-01,12
2003-02-01,17
2003-03-01,19
2003-04-01,22
2003-05-01,17
2003-06-01,10
2003-07-01,18
2003-08-01,17
2003-09-01,28
2003-10-01,20
2003-11-01,23
2003-12-01,16
2004-01-01,38
2004-02-01,35
2004-03-01,27
2004-04-01,37
2004-05-01,26
2004-06-01,31
2004-07-01,42
2004-08-01,41
2004-09-01,59
2004-10-01,49
2004-11-01,63
2004-12-01,83
2005-01-01,133
2005-02-01,130
2005-03-01,123
2005-04-01,63
2005-05-01,32
2005-06-01,36
2005-07-01,34
2005-08-01,29
2005-09-01,32
2005-10-01,56
2005-11-01,45
2005-12-01,52
2006-01-01,53
2006-02-01,63
2006-03-01,67
2006-04-01,60
2006-05-01,64
2006-06-01,76
2006-07-01,76
2006-08-01,77
2006-09-01,62
2006-10-01,68
2006-11-01,121
2006-12-01,68
2007-01-01,93
2007-02-01,99
2007-03-01,115
2007-04-01,102
2007-05-01,102
2007-06-01,97
2007-07-01,118
2007-08-01,105
2007-09-01,106
2007-10-01,113
2007-11-01,119
2007-12-01,87
2008-01-01,113
2008-02-01,162
2008-03-01,119
2008-04-01,140
2008-05-01,167
2008-06-01,137
2008-07-01,162
2008-08-01,128
2008-09-01,125
2008-10-01,161
2008-11-01,134
2008-12-01,99
2009-01-01,145
2009-02-01,145
2009-03-01,171
2009-04-01,200
2009-05-01,167
2009-06-01,190
2009-07-01,205
2009-08-01,227
2009-09-01,274
2009-10-01,377
2009-11-01,345
2009-12-01,370
2010-01-01,916
2010-02-01,1768
2010-03-01,2016
2010-04-01,1717
2010-05-01,741
2010-06-01,457
2010-07-01,376
2010-08-01,329
2010-09-01,345
2010-10-01,354
2010-11-01,388
2010-12-01,363
2011-01-01,415
2011-02-01,250
2011-03-01,555
2011-04-01,450
2011-05-01,404
2011-06-01,462
2011-07-01,416
2011-08-01,379
2011-09-01,144
2011-10-01,184
2011-11-01,810
2011-12-01,448
2012-01-01,505
2012-02-01,412
2012-03-01,514
2012-04-01,497
2012-05-01,415
2012-06-01,476
2012-07-01,468
2012-08-01,446
2012-09-01,381
2012-10-01,391
2012-11-01,484
2012-12-01,416
2013-01-01,512
2013-02-01,468
2013-03-01,652
2013-04-01,703
2013-05-01,696
2013-06-01,731
2013-07-01,726
2013-08-01,649
2013-09-01,681
2013-10-01,662
2013-11-01,790
2013-12-01,673
2014-01-01,760
2014-02-01,637
2014-03-01,760
2014-04-01,704
2014-05-01,694
2014-06-01,632
2014-07-01,915
2014-08-01,618
2014-09-01,372
2014-10-01,57
2014-11-01,15
2014-12-01,17
2015-01-01,6
2015-02-01,5
2015-03-01,8
2015-04-01,3
2015-06-01,2
2015-07-01,2
2015-08-01,1
2015-11-01,1
2016-07-01,2
2016-08-01,1
2016-09-01,1
2016-11-01,4
2016-12-01,1
2017-01-01,1
2017-03-01,1
2017-06-01,1
2018-02-01,3
2020-03-01,1
2021-10-01,1
