makerName,count
Honda Motorcycle&Scooter(I)P L,18.46558210315713
Bajaj Auto Ltd,11.14902706001406
"Maruti Suzuki India Ltd.,",9.938742246220636
Hero Motocorp Ltd,8.391076297961423
Tvs Motor Company Ltd,7.642928321475748
Suzuki Motorcycle (I) Pvt Ltd,3.360292924845311
Hyundai Motor India Ltd,3.229164252663129
Royal Enfield,3.0648188917985677
Tata Motors Ltd,2.57545209458259
Mahindra & Mahindra Ltd,2.558264389392289
