modelDesc,count
Activa-Dlx Bsvi-Ph2,1.9236711393324217
Passion + I 3S Drs Bsvi-Ph2,1.5611843680718098
Activa 125 Disc. Bsvi-Ph2,1.276911311441218
Tvs Jupiter 113 Bsvi-Ph2,1.127822452936587
Pulsar - 150 Dts-I Bsvi-Ph2,1.1075448232176928
Tvs Xl100 Heavy Duty I-Touch Start Bsvi-Ph2,1.0915158397256148
Unicorn. Bsvi-Ph2,1.0196750944358184
Activa-Dlx. Bsvi-Ph2,0.9796991958471415
Shine 125 Drum Bsvi-Ph2,0.934315929333426
Pulsar 150 Dts-I Bsvi-Ph2,0.8149675944165065
