AP28CE1210,Tata Motors Ltd,Indigo Manza Aura Quadrajet 90,6702,Sedan
TG13T3516,Tata Motors Ltd,Indigo Manza Qura (Abs) Quadrajet 90,6702,Sedan
AP29AM2957,Tata Motors Ltd,Indigo Manza Qura (Abs) Quadrajet 90,6702,Sedan
AP10AU0019,Tata Motors Ltd,Indigo Manza Qura (Abs) Quadra,6702,Sedan
AP09BX3639,Tata Motors Ltd,Indigo Manza Aura Quadrajet 90,6702,Sedan
